key,brand,tier,year,season,emb_idx
374512,Miu Miu,Accessible Luxury,2009,Fall,41702
72003,Christian Dior,Luxury,2015,Resort,41703
431562,Valentino,Luxury,2010,Fall,41704
9249,Gucci,Luxury,2013,Spring,41705
8282,Dolce & Gabbana,Luxury,2005,Spring,41706
75072,Gucci,Luxury,2001,Spring,41707
11591,Versace,Luxury,2012,Fall,41708
55267,Burberry,Accessible Luxury,2000,Spring,41709
154306,Alexander McQueen,Avant-garde,2016,Resort,41710
49618,Christian Dior,Luxury,2008,Resort,41711
15937,Jean Paul Gaultier,Avant-garde,2014,Spring,41712
158384,Chanel,Luxury,2011,Resort,41713
231251,Dries Van Noten,Avant-garde,2004,Spring,41714
271980,Prada,Luxury,2010,Spring,41715
106181,Christian Dior,Luxury,2017,Spring,41716
175496,Louis Vuitton,Luxury,2016,Pre-Fall,41717
211201,Marni,Accessible Luxury,2013,Fall,41718
66147,Jean Paul Gaultier,Avant-garde,2000,Spring,41719
201409,Givenchy,Luxury,2016,Pre-Fall,41720
366550,Versace,Luxury,2000,Fall,41721
765960,Max Mara,Accessible Luxury,2023,Fall,41722
667720,Valentino,Luxury,2010,Pre-Fall,41723
198754,Louis Vuitton,Luxury,2013,Fall,41724
33897,Prada,Luxury,2014,Spring,41725
41674,Missoni,Accessible Luxury,2016,Resort,41726
62920,Fendi,Luxury,2019,Resort,41727
374655,Balenciaga,Avant-garde,2022,Pre-Fall,41728
158136,Max Mara,Accessible Luxury,2023,Spring,41729
490087,Versace,Luxury,2021,Pre-Fall,41730
171147,Missoni,Accessible Luxury,2012,Pre-Fall,41731
544986,Givenchy,Luxury,2018,Spring,41732
218170,Versace,Luxury,2017,Pre-Fall,41733
303945,Max Mara,Accessible Luxury,2018,Fall,41734
323492,Alexander McQueen,Avant-garde,2014,Pre-Fall,41735
15322,Valentino,Luxury,2004,Fall,41736
109392,Missoni,Accessible Luxury,2018,Fall,41737
7655,Stella McCartney,Accessible Luxury,2019,Pre-Fall,41738
237183,Stella McCartney,Accessible Luxury,2020,Spring,41739
850068,Marni,Accessible Luxury,2016,Pre-Fall,41740
367003,Louis Vuitton,Luxury,2016,Fall,41741
574343,Chanel,Luxury,2019,Pre-Fall,41742
1079038,Ralph Lauren,Accessible Luxury,2017,Pre-Fall,41743
468750,Givenchy,Luxury,2021,Fall,41744
444669,Burberry,Accessible Luxury,2023,Spring,41745
863269,Missoni,Accessible Luxury,2019,Resort,41746
1060453,Missoni,Accessible Luxury,2020,Resort,41747
579618,Givenchy,Luxury,2010,Pre-Fall,41748
59270,Marni,Accessible Luxury,2000,Spring,41749
239080,Ralph Lauren,Accessible Luxury,2008,Fall,41750
82369,Jean Paul Gaultier,Avant-garde,2004,Spring,41751
12068,Jean Paul Gaultier,Avant-garde,2011,Fall,41752
525211,Chanel,Luxury,2003,Fall,41753
74387,Burberry,Accessible Luxury,2015,Resort,41754
424490,Burberry,Accessible Luxury,2005,Fall,41755
487122,Giorgio Armani,Luxury,2003,Spring,41756
683,Gucci,Luxury,2004,Fall,41757
56847,Givenchy,Luxury,2000,Spring,41758
219261,Valentino,Luxury,2001,Spring,41759
541488,Burberry,Accessible Luxury,2003,Spring,41760
346463,Max Mara,Accessible Luxury,2004,Fall,41761
61292,Valentino,Luxury,2000,Spring,41762
203385,Dries Van Noten,Avant-garde,2003,Fall,41763
1114291,Prada,Luxury,2010,Spring,41764
45167,Stella McCartney,Accessible Luxury,2006,Fall,41765
602930,Max Mara,Accessible Luxury,2009,Spring,41766
156393,Burberry,Accessible Luxury,2009,Pre-Fall,41767
249685,Max Mara,Accessible Luxury,2011,Fall,41768
171717,Gucci,Luxury,2013,Spring,41769
493564,Stella McCartney,Accessible Luxury,2010,Pre-Fall,41770
8183,Ralph Lauren,Accessible Luxury,2000,Fall,41771
116188,Ralph Lauren,Accessible Luxury,2012,Fall,41772
49102,Balenciaga,Avant-garde,2017,Fall,41773
1178576,Missoni,Accessible Luxury,2013,Pre-Fall,41774
136846,Ralph Lauren,Accessible Luxury,2016,Fall,41775
620202,Fendi,Luxury,2001,Fall,41776
300494,Balenciaga,Avant-garde,2011,Spring,41777
149866,Rick Owens,Avant-garde,2019,Spring,41778
140347,Burberry,Accessible Luxury,2015,Fall,41779
1020767,Alexander McQueen,Avant-garde,2011,Resort,41780
144852,Missoni,Accessible Luxury,2015,Fall,41781
260418,Max Mara,Accessible Luxury,2014,Pre-Fall,41782
179298,Prada,Luxury,2017,Fall,41783
293143,Fendi,Luxury,2014,Spring,41784
335488,Rick Owens,Avant-garde,2013,Fall,41785
331326,Louis Vuitton,Luxury,2011,Spring,41786
245739,Versace,Luxury,2013,Fall,41787
162301,Christian Dior,Luxury,2014,Spring,41788
436548,Balenciaga,Avant-garde,2013,Fall,41789
97316,Miu Miu,Accessible Luxury,2000,Fall,41790
5300,Chanel,Luxury,2021,Resort,41791
14811,Alexander McQueen,Avant-garde,2019,Resort,41792
175573,Dolce & Gabbana,Luxury,2010,Spring,41793
1784,Balenciaga,Avant-garde,2017,Pre-Fall,41794
158660,Gucci,Luxury,2016,Spring,41795
567664,Marni,Accessible Luxury,2020,Pre-Fall,41796
378916,Valentino,Luxury,2023,Resort,41797
32925,Dolce & Gabbana,Luxury,2019,Fall,41798
386556,Ralph Lauren,Accessible Luxury,2021,Fall,41799
62418,Giorgio Armani,Luxury,2023,Spring,41800
349931,Gucci,Luxury,2017,Spring,41801
256816,Prada,Luxury,2019,Fall,41802
170195,Alexander McQueen,Avant-garde,2020,Resort,41803
127649,Chanel,Luxury,2019,Spring,41804
892330,Ralph Lauren,Accessible Luxury,2019,Pre-Fall,41805
1119482,Max Mara,Accessible Luxury,2022,Pre-Fall,41806
190320,Maison Margiela,Avant-garde,2020,Fall,41807
217637,Gucci,Luxury,2016,Pre-Fall,41808
169432,Fendi,Luxury,2022,Fall,41809
10420,Missoni,Accessible Luxury,2023,Spring,41810
373168,Stella McCartney,Accessible Luxury,2023,Resort,41811
324895,Versace,Luxury,2006,Fall,41812
180852,Gucci,Luxury,2000,Spring,41813
69576,Max Mara,Accessible Luxury,2008,Fall,41814
124596,Dries Van Noten,Avant-garde,2008,Fall,41815
182989,Dolce & Gabbana,Luxury,2005,Fall,41816
251564,Valentino,Luxury,2006,Fall,41817
83822,Givenchy,Luxury,2007,Spring,41818
520771,Rick Owens,Avant-garde,2005,Fall,41819
879761,Fendi,Luxury,2010,Fall,41820
16389,Saint Laurent,Luxury,2010,Fall,41821
176364,Jean Paul Gaultier,Avant-garde,2014,Fall,41822
427215,Missoni,Accessible Luxury,2003,Fall,41823
875400,Max Mara,Accessible Luxury,2009,Fall,41824
798519,Louis Vuitton,Luxury,2010,Resort,41825
118522,Jean Paul Gaultier,Avant-garde,2012,Spring,41826
170666,Chanel,Luxury,2014,Pre-Fall,41827
700378,Burberry,Accessible Luxury,2013,Pre-Fall,41828
28443,Prada,Luxury,2011,Spring,41829
200366,Givenchy,Luxury,2009,Spring,41830
489875,Maison Margiela,Avant-garde,2012,Fall,41831
145427,Dries Van Noten,Avant-garde,2010,Fall,41832
609557,Gucci,Luxury,2012,Resort,41833
72666,Missoni,Accessible Luxury,2001,Spring,41834
300472,Valentino,Luxury,2015,Pre-Fall,41835
339048,Balenciaga,Avant-garde,2015,Resort,41836
219859,Gucci,Luxury,2011,Resort,41837
217271,Jean Paul Gaultier,Avant-garde,2002,Fall,41838
229093,Saint Laurent,Luxury,2015,Spring,41839
719731,Balenciaga,Avant-garde,2014,Spring,41840
580434,Max Mara,Accessible Luxury,2014,Fall,41841
873727,Balenciaga,Avant-garde,2003,Fall,41842
488464,Givenchy,Luxury,2013,Pre-Fall,41843
279686,Chanel,Luxury,2021,Spring,41844
576829,Saint Laurent,Luxury,2003,Spring,41845
229837,Prada,Luxury,2018,Fall,41846
446794,Maison Margiela,Avant-garde,2007,Fall,41847
420527,Gucci,Luxury,2014,Fall,41848
216071,Saint Laurent,Luxury,2014,Fall,41849
42540,Givenchy,Luxury,2017,Pre-Fall,41850
296377,Stella McCartney,Accessible Luxury,2023,Spring,41851
318651,Giorgio Armani,Luxury,2020,Pre-Fall,41852
332786,Rick Owens,Avant-garde,2023,Spring,41853
81303,Burberry,Accessible Luxury,2020,Resort,41854
112750,Louis Vuitton,Luxury,2019,Resort,41855
2231,Gucci,Luxury,2017,Spring,41856
1078787,Ralph Lauren,Accessible Luxury,2020,Spring,41857
308087,Prada,Luxury,2018,Fall,41858
551327,Ralph Lauren,Accessible Luxury,2020,Pre-Fall,41859
67072,Gucci,Luxury,2020,Pre-Fall,41860
31261,Ralph Lauren,Accessible Luxury,2018,Fall,41861
241122,Valentino,Luxury,2022,Resort,41862
47044,Rick Owens,Avant-garde,2019,Fall,41863
799555,Marni,Accessible Luxury,2016,Pre-Fall,41864
55933,Alexander McQueen,Avant-garde,2016,Spring,41865
379960,Max Mara,Accessible Luxury,2020,Resort,41866
45060,Balenciaga,Avant-garde,2020,Fall,41867
9303,Christian Dior,Luxury,2020,Spring,41868
480990,Givenchy,Luxury,2019,Pre-Fall,41869
11006,Marni,Accessible Luxury,2019,Fall,41870
426591,Stella McCartney,Accessible Luxury,2022,Pre-Fall,41871
190318,Givenchy,Luxury,2019,Fall,41872
25639,Giorgio Armani,Luxury,2019,Fall,41873
439522,Chanel,Luxury,2023,Pre-Fall,41874
188229,Louis Vuitton,Luxury,2021,Fall,41875
68043,Valentino,Luxury,2003,Spring,41876
233785,Jean Paul Gaultier,Avant-garde,2001,Fall,41877
476836,Jean Paul Gaultier,Avant-garde,2000,Fall,41878
177716,Giorgio Armani,Luxury,2000,Fall,41879
177068,Missoni,Accessible Luxury,2001,Spring,41880
224942,Christian Dior,Luxury,2012,Spring,41881
90592,Versace,Luxury,2008,Spring,41882
175769,Chanel,Luxury,2004,Spring,41883
758115,Balenciaga,Avant-garde,2009,Resort,41884
566982,Gucci,Luxury,2004,Fall,41885
190684,Dries Van Noten,Avant-garde,2008,Spring,41886
330470,Prada,Luxury,2004,Fall,41887
357303,Louis Vuitton,Luxury,2011,Fall,41888
37318,Marni,Accessible Luxury,2007,Fall,41889
885278,Stella McCartney,Accessible Luxury,2002,Fall,41890
56657,Prada,Luxury,2006,Fall,41891
954805,Givenchy,Luxury,2010,Pre-Fall,41892
211816,Fendi,Luxury,2011,Fall,41893
87792,Balenciaga,Avant-garde,2004,Spring,41894
52080,Chanel,Luxury,2011,Resort,41895
370067,Chanel,Luxury,2002,Spring,41896
138062,Versace,Luxury,2016,Resort,41897
41963,Versace,Luxury,2001,Spring,41898
59621,Givenchy,Luxury,2003,Spring,41899
264990,Ralph Lauren,Accessible Luxury,2000,Fall,41900
97957,Versace,Luxury,2009,Fall,41901
146059,Stella McCartney,Accessible Luxury,2015,Pre-Fall,41902
340878,Jean Paul Gaultier,Avant-garde,2004,Fall,41903
45772,Gucci,Luxury,2015,Fall,41904
332049,Valentino,Luxury,2015,Resort,41905
219952,Burberry,Accessible Luxury,2014,Fall,41906
315309,Maison Margiela,Avant-garde,2014,Spring,41907
197741,Fendi,Luxury,2009,Fall,41908
479404,Fendi,Luxury,2015,Resort,41909
418503,Christian Dior,Luxury,2011,Fall,41910
405901,Balenciaga,Avant-garde,2013,Fall,41911
502508,Dries Van Noten,Avant-garde,2013,Fall,41912
558404,Versace,Luxury,2014,Pre-Fall,41913
557822,Max Mara,Accessible Luxury,2014,Resort,41914
137403,Givenchy,Luxury,2018,Fall,41915
423949,Burberry,Accessible Luxury,2002,Fall,41916
183646,Burberry,Accessible Luxury,2015,Pre-Fall,41917
46486,Maison Margiela,Avant-garde,2014,Fall,41918
170223,Balenciaga,Avant-garde,2016,Fall,41919
28461,Prada,Luxury,2019,Resort,41920
597217,Stella McCartney,Accessible Luxury,2013,Fall,41921
101641,Alexander McQueen,Avant-garde,2018,Fall,41922
385014,Versace,Luxury,2022,Resort,41923
148847,Balenciaga,Avant-garde,2016,Spring,41924
94850,Dries Van Noten,Avant-garde,2018,Fall,41925
516388,Valentino,Luxury,2021,Resort,41926
213307,Valentino,Luxury,2017,Spring,41927
211790,Givenchy,Luxury,2019,Pre-Fall,41928
5064,Rick Owens,Avant-garde,2009,Fall,41929
55443,Givenchy,Luxury,2023,Resort,41930
574864,Maison Margiela,Avant-garde,2023,Fall,41931
147702,Fendi,Luxury,2022,Fall,41932
58918,Balenciaga,Avant-garde,2020,Fall,41933
362574,Valentino,Luxury,2019,Resort,41934
28151,Gucci,Luxury,2021,Resort,41935
13935,Missoni,Accessible Luxury,2023,Fall,41936
236568,Saint Laurent,Luxury,2020,Spring,41937
36704,Miu Miu,Accessible Luxury,2020,Fall,41938
309336,Dries Van Noten,Avant-garde,2019,Fall,41939
712882,Saint Laurent,Luxury,2004,Fall,41940
336154,Louis Vuitton,Luxury,2009,Resort,41941
208005,Miu Miu,Accessible Luxury,2007,Fall,41942
659047,Max Mara,Accessible Luxury,2008,Fall,41943
33045,Versace,Luxury,2008,Resort,41944
171964,Miu Miu,Accessible Luxury,2005,Fall,41945
418988,Fendi,Luxury,2000,Fall,41946
173915,Jean Paul Gaultier,Avant-garde,2005,Spring,41947
656308,Ralph Lauren,Accessible Luxury,2004,Spring,41948
199669,Max Mara,Accessible Luxury,2012,Spring,41949
141783,Maison Margiela,Avant-garde,2012,Resort,41950
275405,Christian Dior,Luxury,2009,Spring,41951
141543,Christian Dior,Luxury,2015,Pre-Fall,41952
632614,Marni,Accessible Luxury,2001,Spring,41953
152605,Marni,Accessible Luxury,2009,Spring,41954
97001,Burberry,Accessible Luxury,2012,Spring,41955
349715,Max Mara,Accessible Luxury,2012,Fall,41956
676862,Balenciaga,Avant-garde,2009,Spring,41957
416661,Stella McCartney,Accessible Luxury,2010,Resort,41958
190783,Prada,Luxury,2014,Fall,41959
516863,Alexander McQueen,Avant-garde,2009,Spring,41960
20104,Ralph Lauren,Accessible Luxury,2003,Fall,41961
279195,Miu Miu,Accessible Luxury,2016,Resort,41962
305264,Burberry,Accessible Luxury,2014,Resort,41963
71450,Balenciaga,Avant-garde,2011,Fall,41964
606017,Marni,Accessible Luxury,2015,Resort,41965
11044,Valentino,Luxury,2016,Resort,41966
29060,Dolce & Gabbana,Luxury,2011,Spring,41967
193442,Chanel,Luxury,2013,Fall,41968
332669,Christian Dior,Luxury,2015,Spring,41969
206155,Maison Margiela,Avant-garde,2014,Spring,41970
304991,Valentino,Luxury,2010,Fall,41971
530992,Stella McCartney,Accessible Luxury,2021,Pre-Fall,41972
321244,Balenciaga,Avant-garde,2008,Spring,41973
1244995,Versace,Luxury,2008,Resort,41974
169488,Giorgio Armani,Luxury,2004,Fall,41975
111095,Giorgio Armani,Luxury,2013,Fall,41976
430218,Versace,Luxury,2016,Resort,41977
20421,Valentino,Luxury,2013,Fall,41978
481472,Rick Owens,Avant-garde,2010,Spring,41979
372490,Alexander McQueen,Avant-garde,2016,Pre-Fall,41980
470796,Jean Paul Gaultier,Avant-garde,2014,Resort,41981
989535,Missoni,Accessible Luxury,2017,Resort,41982
388456,Missoni,Accessible Luxury,2019,Spring,41983
475990,Miu Miu,Accessible Luxury,2015,Resort,41984
95426,Valentino,Luxury,2015,Fall,41985
275374,Rick Owens,Avant-garde,2018,Fall,41986
143757,Alexander McQueen,Avant-garde,2003,Fall,41987
762993,Max Mara,Accessible Luxury,2017,Pre-Fall,41988
218004,Ralph Lauren,Accessible Luxury,2017,Pre-Fall,41989
141868,Giorgio Armani,Luxury,2017,Resort,41990
64008,Dolce & Gabbana,Luxury,2017,Fall,41991
64036,Giorgio Armani,Luxury,2021,Fall,41992
346248,Maison Margiela,Avant-garde,2008,Fall,41993
729164,Max Mara,Accessible Luxury,2019,Fall,41994
316083,Saint Laurent,Luxury,2020,Pre-Fall,41995
299078,Prada,Luxury,2021,Fall,41996
38551,Givenchy,Luxury,2022,Spring,41997
125949,Fendi,Luxury,2019,Fall,41998
186502,Giorgio Armani,Luxury,2023,Spring,41999
332354,Givenchy,Luxury,2021,Pre-Fall,42000
865548,Alexander McQueen,Avant-garde,2022,Spring,42001
293969,Maison Margiela,Avant-garde,2019,Spring,42002
522713,Stella McCartney,Accessible Luxury,2023,Resort,42003
678656,Balenciaga,Avant-garde,2009,Pre-Fall,42004
311983,Prada,Luxury,2015,Fall,42005
432295,Balenciaga,Avant-garde,2022,Spring,42006
54274,Chanel,Luxury,2010,Fall,42007
661921,Saint Laurent,Luxury,2010,Pre-Fall,42008
281723,Balenciaga,Avant-garde,2012,Fall,42009
96417,Burberry,Accessible Luxury,2005,Spring,42010
369677,Burberry,Accessible Luxury,2007,Fall,42011
689017,Dolce & Gabbana,Luxury,2008,Resort,42012
301317,Missoni,Accessible Luxury,2007,Spring,42013
627666,Prada,Luxury,2003,Spring,42014
195897,Miu Miu,Accessible Luxury,2004,Spring,42015
236337,Giorgio Armani,Luxury,2004,Spring,42016
616071,Missoni,Accessible Luxury,2001,Fall,42017
700362,Fendi,Luxury,2005,Fall,42018
331656,Marni,Accessible Luxury,2007,Fall,42019
639751,Balenciaga,Avant-garde,2004,Fall,42020
197214,Chanel,Luxury,2004,Spring,42021
349270,Alexander McQueen,Avant-garde,2010,Fall,42022
54359,Chanel,Luxury,2014,Fall,42023
839659,Versace,Luxury,2012,Resort,42024
450323,Gucci,Luxury,2001,Fall,42025
128263,Marni,Accessible Luxury,2009,Fall,42026
116253,Marni,Accessible Luxury,2009,Spring,42027
119074,Miu Miu,Accessible Luxury,2009,Fall,42028
259399,Gucci,Luxury,2012,Fall,42029
55471,Giorgio Armani,Luxury,2000,Spring,42030
256095,Givenchy,Luxury,2012,Spring,42031
178901,Alexander McQueen,Avant-garde,2001,Fall,42032
658392,Balenciaga,Avant-garde,2012,Spring,42033
57246,Dolce & Gabbana,Luxury,2010,Spring,42034
594889,Stella McCartney,Accessible Luxury,2005,Fall,42035
84235,Valentino,Luxury,2002,Spring,42036
186045,Maison Margiela,Avant-garde,2015,Spring,42037
125440,Dries Van Noten,Avant-garde,2009,Spring,42038
89658,Valentino,Luxury,2019,Spring,42039
390949,Givenchy,Luxury,2014,Spring,42040
115396,Valentino,Luxury,2019,Spring,42041
301433,Dries Van Noten,Avant-garde,2009,Fall,42042
560737,Marni,Accessible Luxury,2009,Pre-Fall,42043
152381,Maison Margiela,Avant-garde,2015,Spring,42044
711753,Balenciaga,Avant-garde,2015,Pre-Fall,42045
271930,Burberry,Accessible Luxury,2013,Fall,42046
279816,Saint Laurent,Luxury,2016,Pre-Fall,42047
81385,Chanel,Luxury,2020,Fall,42048
844133,Max Mara,Accessible Luxury,2014,Pre-Fall,42049
64886,Balenciaga,Avant-garde,2011,Fall,42050
192118,Saint Laurent,Luxury,2019,Fall,42051
352352,Gucci,Luxury,2019,Spring,42052
165534,Maison Margiela,Avant-garde,2019,Fall,42053
228102,Versace,Luxury,2021,Spring,42054
456847,Valentino,Luxury,2018,Spring,42055
9528,Dolce & Gabbana,Luxury,2018,Fall,42056
187403,Ralph Lauren,Accessible Luxury,2021,Spring,42057
275369,Alexander McQueen,Avant-garde,2020,Resort,42058
529921,Rick Owens,Avant-garde,2023,Fall,42059
224579,Prada,Luxury,2019,Fall,42060
537564,Fendi,Luxury,2019,Resort,42061
94727,Rick Owens,Avant-garde,2009,Fall,42062
206721,Dries Van Noten,Avant-garde,2020,Fall,42063
169843,Alexander McQueen,Avant-garde,2016,Fall,42064
519326,Miu Miu,Accessible Luxury,2020,Pre-Fall,42065
38943,Chanel,Luxury,2020,Fall,42066
159286,Rick Owens,Avant-garde,2020,Spring,42067
255958,Alexander McQueen,Avant-garde,2002,Spring,42068
97814,Dries Van Noten,Avant-garde,2004,Fall,42069
685710,Giorgio Armani,Luxury,2012,Resort,42070
72901,Gucci,Luxury,2012,Spring,42071
64533,Gucci,Luxury,2000,Spring,42072
515325,Dries Van Noten,Avant-garde,2003,Fall,42073
318077,Louis Vuitton,Luxury,2004,Fall,42074
160954,Marni,Accessible Luxury,2015,Spring,42075
7194,Louis Vuitton,Luxury,2000,Spring,42076
350093,Fendi,Luxury,2008,Spring,42077
88442,Max Mara,Accessible Luxury,2006,Spring,42078
5252,Givenchy,Luxury,2002,Spring,42079
213473,Louis Vuitton,Luxury,2007,Spring,42080
828696,Max Mara,Accessible Luxury,2011,Fall,42081
408659,Balenciaga,Avant-garde,2012,Spring,42082
120094,Alexander McQueen,Avant-garde,2002,Fall,42083
546336,Burberry,Accessible Luxury,2009,Fall,42084
72702,Marni,Accessible Luxury,2010,Resort,42085
820021,Versace,Luxury,2013,Resort,42086
338871,Dries Van Noten,Avant-garde,2009,Spring,42087
51073,Valentino,Luxury,2005,Fall,42088
412108,Versace,Luxury,2006,Spring,42089
120588,Valentino,Luxury,2001,Spring,42090
485049,Saint Laurent,Luxury,2012,Spring,42091
438282,Alexander McQueen,Avant-garde,2009,Fall,42092
1087988,Burberry,Accessible Luxury,2016,Pre-Fall,42093
417340,Burberry,Accessible Luxury,2009,Fall,42094
607848,Balenciaga,Avant-garde,2012,Pre-Fall,42095
547452,Marni,Accessible Luxury,2013,Fall,42096
91628,Chanel,Luxury,2013,Pre-Fall,42097
78268,Miu Miu,Accessible Luxury,2016,Pre-Fall,42098
58580,Ralph Lauren,Accessible Luxury,2015,Fall,42099
106718,Max Mara,Accessible Luxury,2011,Resort,42100
979457,Stella McCartney,Accessible Luxury,2013,Spring,42101
83463,Saint Laurent,Luxury,2000,Fall,42102
49153,Gucci,Luxury,2017,Pre-Fall,42103
99282,Giorgio Armani,Luxury,2010,Fall,42104
43036,Valentino,Luxury,2016,Resort,42105
400764,Louis Vuitton,Luxury,2015,Fall,42106
20596,Christian Dior,Luxury,2012,Fall,42107
76994,Alexander McQueen,Avant-garde,2013,Pre-Fall,42108
71220,Jean Paul Gaultier,Avant-garde,2018,Fall,42109
199664,Jean Paul Gaultier,Avant-garde,2014,Fall,42110
211643,Missoni,Accessible Luxury,2014,Spring,42111
466688,Missoni,Accessible Luxury,2015,Spring,42112
137290,Louis Vuitton,Luxury,2003,Spring,42113
259323,Jean Paul Gaultier,Avant-garde,2014,Spring,42114
12006,Maison Margiela,Avant-garde,2019,Fall,42115
292212,Maison Margiela,Avant-garde,2014,Spring,42116
373162,Versace,Luxury,2022,Pre-Fall,42117
14558,Jean Paul Gaultier,Avant-garde,2009,Fall,42118
86261,Dolce & Gabbana,Luxury,2012,Spring,42119
309779,Versace,Luxury,2017,Fall,42120
857351,Stella McCartney,Accessible Luxury,2014,Spring,42121
276868,Max Mara,Accessible Luxury,2020,Spring,42122
82475,Givenchy,Luxury,2020,Fall,42123
695413,Chanel,Luxury,2022,Resort,42124
173062,Giorgio Armani,Luxury,2019,Fall,42125
254325,Louis Vuitton,Luxury,2019,Fall,42126
60090,Fendi,Luxury,2023,Fall,42127
313304,Alexander McQueen,Avant-garde,2019,Fall,42128
117627,Dries Van Noten,Avant-garde,2021,Spring,42129
77406,Stella McCartney,Accessible Luxury,2020,Fall,42130
797513,Miu Miu,Accessible Luxury,2020,Resort,42131
45321,Chanel,Luxury,2009,Resort,42132
371088,Prada,Luxury,2009,Resort,42133
170373,Ralph Lauren,Accessible Luxury,2001,Spring,42134
837928,Gucci,Luxury,2011,Resort,42135
173063,Versace,Luxury,2013,Fall,42136
105967,Missoni,Accessible Luxury,2002,Fall,42137
435891,Alexander McQueen,Avant-garde,2011,Spring,42138
66487,Alexander McQueen,Avant-garde,2020,Spring,42139
266377,Balenciaga,Avant-garde,2014,Fall,42140
319118,Christian Dior,Luxury,2018,Spring,42141
451301,Saint Laurent,Luxury,2014,Resort,42142
262757,Jean Paul Gaultier,Avant-garde,2011,Fall,42143
101760,Valentino,Luxury,2023,Spring,42144
598602,Marni,Accessible Luxury,2016,Pre-Fall,42145
667281,Louis Vuitton,Luxury,2008,Pre-Fall,42146
88237,Valentino,Luxury,2003,Spring,42147
3961,Ralph Lauren,Accessible Luxury,2005,Spring,42148
69329,Burberry,Accessible Luxury,2003,Spring,42149
436215,Miu Miu,Accessible Luxury,2004,Fall,42150
200510,Burberry,Accessible Luxury,2003,Fall,42151
89947,Valentino,Luxury,2005,Fall,42152
463918,Marni,Accessible Luxury,2002,Spring,42153
368680,Saint Laurent,Luxury,2008,Fall,42154
406492,Givenchy,Luxury,2008,Resort,42155
337085,Marni,Accessible Luxury,2004,Spring,42156
210765,Rick Owens,Avant-garde,2009,Fall,42157
223898,Valentino,Luxury,2007,Spring,42158
654509,Balenciaga,Avant-garde,2008,Spring,42159
181959,Gucci,Luxury,2013,Spring,42160
138333,Christian Dior,Luxury,2021,Spring,42161
727711,Ralph Lauren,Accessible Luxury,2020,Spring,42162
113874,Rick Owens,Avant-garde,2013,Spring,42163
142845,Christian Dior,Luxury,2010,Fall,42164
128517,Dolce & Gabbana,Luxury,2013,Fall,42165
178854,Missoni,Accessible Luxury,2009,Spring,42166
57908,Givenchy,Luxury,2015,Pre-Fall,42167
9840,Versace,Luxury,2013,Resort,42168
145598,Burberry,Accessible Luxury,2010,Spring,42169
872729,Christian Dior,Luxury,2011,Pre-Fall,42170
15590,Burberry,Accessible Luxury,2022,Resort,42171
290725,Fendi,Luxury,2016,Resort,42172
152026,Christian Dior,Luxury,2015,Spring,42173
171270,Givenchy,Luxury,2000,Fall,42174
694795,Gucci,Luxury,2009,Fall,42175
293471,Gucci,Luxury,2015,Spring,42176
387849,Max Mara,Accessible Luxury,2015,Spring,42177
352211,Rick Owens,Avant-garde,2013,Fall,42178
521253,Alexander McQueen,Avant-garde,2013,Fall,42179
142141,Louis Vuitton,Luxury,2020,Pre-Fall,42180
175780,Maison Margiela,Avant-garde,2022,Resort,42181
154573,Valentino,Luxury,2013,Spring,42182
628324,Rick Owens,Avant-garde,2021,Spring,42183
463191,Saint Laurent,Luxury,2017,Spring,42184
986704,Gucci,Luxury,2015,Resort,42185
295598,Burberry,Accessible Luxury,2022,Fall,42186
128246,Rick Owens,Avant-garde,2023,Spring,42187
260716,Christian Dior,Luxury,2016,Resort,42188
363853,Burberry,Accessible Luxury,2017,Fall,42189
730835,Max Mara,Accessible Luxury,2022,Resort,42190
229702,Balenciaga,Avant-garde,2021,Resort,42191
141963,Dolce & Gabbana,Luxury,2021,Fall,42192
268068,Fendi,Luxury,2019,Pre-Fall,42193
111806,Saint Laurent,Luxury,2022,Resort,42194
85626,Balenciaga,Avant-garde,2020,Resort,42195
1006435,Balenciaga,Avant-garde,2009,Pre-Fall,42196
67606,Alexander McQueen,Avant-garde,2007,Fall,42197
47571,Saint Laurent,Luxury,2002,Spring,42198
822951,Balenciaga,Avant-garde,2005,Fall,42199
922964,Louis Vuitton,Luxury,2010,Pre-Fall,42200
209195,Versace,Luxury,2004,Spring,42201
464456,Ralph Lauren,Accessible Luxury,2005,Spring,42202
1257285,Burberry,Accessible Luxury,2010,Pre-Fall,42203
237528,Dries Van Noten,Avant-garde,2010,Spring,42204
70395,Dries Van Noten,Avant-garde,2005,Fall,42205
103056,Ralph Lauren,Accessible Luxury,2007,Spring,42206
320712,Louis Vuitton,Luxury,2004,Fall,42207
3826,Miu Miu,Accessible Luxury,2007,Spring,42208
1270853,Stella McCartney,Accessible Luxury,2008,Pre-Fall,42209
401381,Max Mara,Accessible Luxury,2007,Fall,42210
209869,Prada,Luxury,2011,Fall,42211
134053,Balenciaga,Avant-garde,2000,Spring,42212
854127,Stella McCartney,Accessible Luxury,2011,Resort,42213
269938,Chanel,Luxury,2007,Spring,42214
273223,Max Mara,Accessible Luxury,2008,Fall,42215
20159,Fendi,Luxury,2005,Fall,42216
380508,Missoni,Accessible Luxury,2009,Pre-Fall,42217
357902,Alexander McQueen,Avant-garde,2012,Pre-Fall,42218
47194,Givenchy,Luxury,2012,Fall,42219
614904,Gucci,Luxury,2004,Spring,42220
